"tmean","tnobs","n_reps","alpha","sizeclass","research_strategy","test_strategy","is_hacked","sigmean","mean_nobs","mean_eff","mean_eff_diff","mean_pvalue","size",".groups"
0.25,"25",2,0.05,"S","DefaultResearchStrategy","TTest","1",0.4354,30.4318,0.4502387962,0.2002387962,0.1789111874,"Large","drop"
0.4,"20",1,5e-04,"L","DefaultResearchStrategy","TTest","1",0.1136,27.3168,0.6521046548,0.2521046548,0.090666291,"Small","drop"
0.4,"5",4,0.005,"S","DefaultResearchStrategy","TTest","0",0.0424,5,1.210303696,0.810303696,0.179288925,"Small","drop"
0.75,"100",1,0.005,"L","DefaultResearchStrategy","TTest","0",0.993,100,0.752043444,0.00204344400000001,0.0001634118,"Large","drop"
0.55,"20",5,0.005,"L","DefaultResearchStrategy","TTest","1",0.9742,25.696,0.9629585926,0.4129585926,0.002252625,"Small","drop"
0.65,"20",3,0.05,"L","DefaultResearchStrategy","TTest","0",0.8862,20,0.876298347,0.226298347,0.0251872398,"Small","drop"
0.3,"25",2,0.05,"S","DefaultResearchStrategy","TTest","1",0.5204,30.3586,0.4925893792,0.1925893792,0.1382795522,"Large","drop"
0.35,"20",3,0.005,"L","DefaultResearchStrategy","TTest","1",0.5514,26.763,0.8085629912,0.4585629912,0.0164152502,"Small","drop"
0.65,"25",4,0.05,"S","DefaultResearchStrategy","TTest","0",0.618,25,0.6619913254,0.0119913254,0.0988683492,"Large","drop"
0.7,"20",4,0.05,"L","DefaultResearchStrategy","TTest","1",1,22.0898,0.863564709,0.163564709,0.0150545422,"Small","drop"
0.85,"100",1,5e-04,"L","DefaultResearchStrategy","TTest","0",0.9942,100,0.8548117288,0.00481172879999991,2.174e-05,"Large","drop"
0.2,"50",5,0.05,"M","DefaultResearchStrategy","TTest","1",0.4574,54.851,0.3326995534,0.1326995534,0.1735529388,"Large","drop"
0.85,"10",3,5e-04,"M","DefaultResearchStrategy","TTest","0",0.0884,10,1.309968296,0.459968296,0.0320015432,"Small","drop"
0.55,"20",4,0.005,"L","DefaultResearchStrategy","TTest","0",0.415,20,0.8980838846,0.3480838846,0.0237843606,"Small","drop"
0.8,"5",1,0.05,"S","DefaultResearchStrategy","TTest","0",0.1986,5,0.8865211184,0.0865211184,0.3109400636,"Small","drop"
1,"100",4,5e-04,"L","DefaultResearchStrategy","TTest","0",0.9996,100,1.0060486128,0.00604861279999991,8.818e-07,"Large","drop"
0.4,"25",2,0.05,"S","DefaultResearchStrategy","TTest","0",0.2714,25,0.3984983008,-0.00150169920000004,0.27307198,"Large","drop"
0.4,"25",3,0.05,"S","DefaultResearchStrategy","TTest","1",0.691661667666467,29.5882823435313,0.574867450309938,0.174867450309938,0.0833486184763047,"Large","drop"
0.45,"50",2,0.05,"M","DefaultResearchStrategy","TTest","0",0.62,50,0.4597759414,0.00977594139999999,0.1031311776,"Large","drop"
0.75,"100",5,5e-04,"L","DefaultResearchStrategy","TTest","0",0.9566,100,0.7544966948,0.00449669480000003,0.0001959372,"Large","drop"
0,"100",5,0.05,"L","DefaultResearchStrategy","TTest","1",0.1076,104.5042,0.0975143286,0.0975143286,0.4401545006,"Large","drop"
0.35,"10",4,0.05,"M","DefaultResearchStrategy","TTest","1",0.9084,15.7204,0.933945604,0.583945604,0.029889996,"Small","drop"
0.1,"100",1,0.05,"L","DefaultResearchStrategy","TTest","0",0.1024,100,0.0994517522,-0.000548247800000012,0.4256380508,"Large","drop"
0.25,"10",5,5e-04,"M","DefaultResearchStrategy","TTest","0",0.0062,10,0.8147576832,0.5647576832,0.1532392408,"Small","drop"
0.65,"20",5,5e-04,"L","DefaultResearchStrategy","TTest","0",0.252,20,1.0569787874,0.4069787874,0.0075045496,"Small","drop"
0.65,"50",4,5e-04,"M","DefaultResearchStrategy","TTest","1",0.8022,53.8672,0.7667784638,0.1167784638,0.0018149172,"Large","drop"
0.2,"50",1,0.005,"M","DefaultResearchStrategy","TTest","1",0.1698,55.9478,0.3538547052,0.1538547052,0.1628346086,"Large","drop"
0.2,"10",1,5e-04,"M","DefaultResearchStrategy","TTest","1",0.0158,16.6428,0.526036836,0.326036836,0.2645066992,"Small","drop"
0.3,"20",1,0.05,"L","DefaultResearchStrategy","TTest","1",0.489,25.7202,0.5222199626,0.2222199626,0.1519731234,"Small","drop"
0.9,"10",3,5e-04,"M","DefaultResearchStrategy","TTest","0",0.1024,10,1.3668962834,0.4668962834,0.0252798598,"Small","drop"
0,"10",3,5e-04,"M","DefaultResearchStrategy","TTest","0",0.0012,10,0.3977486314,0.3977486314,0.435925716,"Small","drop"
0.65,"100",2,0.005,"L","DefaultResearchStrategy","TTest","0",0.9652,100,0.6552472116,0.00524721159999997,0.0011236952,"Large","drop"
0.35,"20",1,5e-04,"L","DefaultResearchStrategy","TTest","0",0.0048,20,0.3555732628,0.00557326279999998,0.3405126716,"Small","drop"
0.75,"25",1,0.05,"S","DefaultResearchStrategy","TTest","1",0.9776,26.1504,0.8429025088,0.0929025087999999,0.0135528952,"Large","drop"
0.2,"50",3,5e-04,"M","DefaultResearchStrategy","TTest","0",0.00579884023195361,50,0.202219189162168,0.00221918916216757,0.360508648470306,"Large","drop"
0.6,"100",1,5e-04,"L","DefaultResearchStrategy","TTest","0",0.7518,100,0.601765915,0.0017659149999999,0.002559165,"Large","drop"
0,"25",3,0.05,"S","DefaultResearchStrategy","TTest","1",0.110377924415117,30.6418716256749,0.200470351329734,0.200470351329734,0.425204053389322,"Large","drop"
0.45,"50",3,0.005,"M","DefaultResearchStrategy","TTest","1",0.670465906818636,54.4709058188362,0.577637826234753,0.127637826234753,0.0190019976004799,"Large","drop"
0.4,"25",2,0.05,"S","DefaultResearchStrategy","TTest","1",0.6786,29.709,0.5716852118,0.1716852118,0.085791428,"Large","drop"
0.15,"20",4,0.005,"L","DefaultResearchStrategy","TTest","1",0.258,26.839,0.6702959904,0.5202959904,0.0478415156,"Small","drop"
0.85,"20",5,5e-04,"L","DefaultResearchStrategy","TTest","0",0.5706,20,1.2477390082,0.3977390082,0.0017715326,"Small","drop"
0.55,"20",4,0.05,"L","DefaultResearchStrategy","TTest","0",0.8644,20,0.8363962448,0.2863962448,0.0284822564,"Small","drop"
0.2,"20",1,0.05,"L","DefaultResearchStrategy","TTest","0",0.0884,20,0.202073863,0.00207386299999998,0.4410230736,"Small","drop"
0.2,"100",5,5e-04,"L","DefaultResearchStrategy","TTest","0",0.0192,100,0.2013508024,0.00135080239999999,0.2661015246,"Large","drop"
0.2,"25",1,0.05,"S","DefaultResearchStrategy","TTest","1",0.355,30.757,0.398156601,0.198156601,0.2240817634,"Large","drop"
0.1,"5",3,5e-04,"S","DefaultResearchStrategy","TTest","0",0.0014,5,0.7076326682,0.6076326682,0.391265855,"Small","drop"
1,"10",5,0.05,"M","DefaultResearchStrategy","TTest","0",0.9832,10,1.3775491802,0.3775491802,0.0153801282,"Small","drop"
0,"50",4,0.005,"M","DefaultResearchStrategy","TTest","0",0.0038,50,0.005558238,0.005558238,0.498154867,"Large","drop"
0.15,"25",3,5e-04,"S","DefaultResearchStrategy","TTest","1",0.01999600079984,31.4225154969006,0.367851061387722,0.217851061387722,0.268929335932813,"Large","drop"
0.9,"20",3,0.05,"L","DefaultResearchStrategy","TTest","0",0.9902,20,1.0403061354,0.1403061354,0.0095278078,"Small","drop"
0.25,"5",5,5e-04,"S","DefaultResearchStrategy","TTest","0",0.0034,5,1.1445167048,0.8945167048,0.192005211,"Small","drop"
0.7,"10",1,5e-04,"M","DefaultResearchStrategy","TTest","0",0.0172,10,0.734087962,0.034087962,0.2357921514,"Small","drop"
0.35,"20",1,0.005,"L","DefaultResearchStrategy","TTest","0",0.0404,20,0.352444648,0.00244464799999994,0.3475278172,"Small","drop"
0.65,"25",1,5e-04,"S","DefaultResearchStrategy","TTest","1",0.4856,31.9608,0.8735159402,0.2235159402,0.012552512,"Large","drop"
0.3,"10",4,0.05,"M","DefaultResearchStrategy","TTest","1",0.8622,15.8626,0.9025866088,0.6025866088,0.0353314362,"Small","drop"
0.35,"100",5,0.005,"L","DefaultResearchStrategy","TTest","0",0.3648,100,0.3525612888,0.00256128879999995,0.0770124864,"Large","drop"
0.95,"20",3,0.005,"L","DefaultResearchStrategy","TTest","1",0.9998,22.6432,1.1374980868,0.1874980868,0.001302175,"Small","drop"
0.65,"10",2,0.005,"M","DefaultResearchStrategy","TTest","0",0.1266,10,0.944045234,0.294045234,0.1263367522,"Small","drop"
0.6,"25",1,5e-04,"S","DefaultResearchStrategy","TTest","1",0.4058,32.1234,0.8292474116,0.2292474116,0.0192891352,"Large","drop"
0.55,"20",4,0.005,"L","DefaultResearchStrategy","TTest","1",0.946,25.7272,0.9576630024,0.4076630024,0.0025800436,"Small","drop"
0.35,"25",2,5e-04,"S","DefaultResearchStrategy","TTest","0",0.0112,25,0.3588420906,0.00884209059999996,0.3091244322,"Large","drop"
0.2,"50",5,0.005,"M","DefaultResearchStrategy","TTest","0",0.038,50,0.1993482226,-0.000651777399999998,0.3709904028,"Large","drop"
0.75,"20",4,0.05,"L","DefaultResearchStrategy","TTest","1",1,21.6666,0.8996930612,0.1496930612,0.0135223506,"Small","drop"
0.9,"100",5,0.005,"L","DefaultResearchStrategy","TTest","1",1,100,0.905286303,0.00528630299999999,7.92e-06,"Large","drop"
0.7,"20",3,5e-04,"L","DefaultResearchStrategy","TTest","1",0.844,26.9414,1.1193666922,0.4193666922,0.0006029672,"Small","drop"
0.1,"100",4,0.05,"L","DefaultResearchStrategy","TTest","1",0.3146,104.2116,0.1961474288,0.0961474288,0.253520808,"Large","drop"
0.8,"5",4,0.05,"S","DefaultResearchStrategy","TTest","1",0.9994,10.875,1.4292429044,0.6292429044,0.0178537998,"Small","drop"
0.5,"5",4,0.05,"S","DefaultResearchStrategy","TTest","1",0.9552,11.6814,1.2624830298,0.7624830298,0.024204065,"Small","drop"
0.4,"25",1,0.05,"S","DefaultResearchStrategy","TTest","0",0.2848,25,0.404755713,0.00475571299999999,0.2716923158,"Large","drop"
0.75,"25",3,0.05,"S","DefaultResearchStrategy","TTest","0",0.741851629674065,25,0.761831416116777,0.0118314161167766,0.0625686174765047,"Large","drop"
0.65,"50",2,0.05,"M","DefaultResearchStrategy","TTest","0",0.8938,50,0.6554349998,0.00543499979999995,0.0220811322,"Large","drop"
0.55,"25",2,0.05,"S","DefaultResearchStrategy","TTest","0",0.4862,25,0.5595867792,0.00958677919999995,0.1545346832,"Large","drop"
0.9,"25",2,0.05,"S","DefaultResearchStrategy","TTest","0",0.8742,25,0.9104838282,0.0104838281999999,0.0263653246,"Large","drop"
0.35,"5",4,0.05,"S","DefaultResearchStrategy","TTest","1",0.8604,11.7604,1.1801310272,0.8301310272,0.035279435,"Small","drop"
0.1,"25",4,5e-04,"S","DefaultResearchStrategy","TTest","1",0.0122,31.1928,0.310189814,0.210189814,0.321505605,"Large","drop"
0.35,"50",2,0.05,"M","DefaultResearchStrategy","TTest","1",0.7728,53.1662,0.4533087182,0.1033087182,0.0593817106,"Large","drop"
0.05,"10",3,0.05,"M","DefaultResearchStrategy","TTest","0",0.0876,10,0.44464039,0.39464039,0.4024487732,"Small","drop"
0.65,"10",2,5e-04,"M","DefaultResearchStrategy","TTest","1",0.375,18.3194,1.1826941484,0.5326941484,0.0087665774,"Small","drop"
0.95,"25",5,5e-04,"S","DefaultResearchStrategy","TTest","1",0.891,29.2462,1.1238636434,0.1738636434,0.00076735,"Large","drop"
0.3,"50",4,5e-04,"M","DefaultResearchStrategy","TTest","1",0.1462,56.388,0.4649072496,0.1649072496,0.0789125358,"Large","drop"
0.9,"5",2,0.005,"S","DefaultResearchStrategy","TTest","1",0.827,13.5198,1.5111250436,0.6111250436,0.005177429,"Small","drop"
0.3,"20",5,0.05,"L","DefaultResearchStrategy","TTest","1",0.9652,24.6206,0.7135170024,0.4135170024,0.0253462912,"Small","drop"
0.75,"100",1,5e-04,"L","DefaultResearchStrategy","TTest","1",0.9994,100.0634,0.7612681602,0.0112681602,2.21626e-05,"Large","drop"
1,"100",5,0.05,"L","DefaultResearchStrategy","TTest","0",1,100,1.0057653302,0.00576533020000003,9.594e-07,"Large","drop"
0.1,"25",2,0.005,"S","DefaultResearchStrategy","TTest","1",0.0506,31.1614,0.3153075486,0.2153075486,0.317796464,"Large","drop"
0.6,"10",4,5e-04,"M","DefaultResearchStrategy","TTest","0",0.0338,10,1.1314736648,0.5314736648,0.0558644132,"Small","drop"
0.6,"50",5,0.05,"M","DefaultResearchStrategy","TTest","1",0.9868,50.5576,0.6361837726,0.0361837725999999,0.010071966,"Large","drop"
0.75,"50",3,5e-04,"M","DefaultResearchStrategy","TTest","1",0.928614277144571,52.3205358928214,0.836192655468906,0.0861926554689062,0.000582668666266747,"Large","drop"
0.6,"10",2,0.05,"M","DefaultResearchStrategy","TTest","1",0.9384,15.048,1.008087555,0.408087555,0.0254243608,"Small","drop"
0.7,"50",1,0.05,"M","DefaultResearchStrategy","TTest","1",0.9986,50.132,0.7181118786,0.0181118786,0.0051710604,"Large","drop"
0,"10",5,5e-04,"M","DefaultResearchStrategy","TTest","0",0.001,10,0.5418214008,0.5418214008,0.3299218276,"Small","drop"
0.45,"20",3,5e-04,"L","DefaultResearchStrategy","TTest","1",0.3814,27.5134,0.9312608462,0.4812608462,0.006687847,"Small","drop"
0.75,"100",4,0.05,"L","DefaultResearchStrategy","TTest","1",1,100,0.7487460432,-0.00125395679999996,0.0001784036,"Large","drop"
0.2,"10",4,0.05,"M","DefaultResearchStrategy","TTest","1",0.739,16.202,0.836428958,0.636428958,0.0510500078,"Small","drop"
0.4,"100",3,5e-04,"L","DefaultResearchStrategy","TTest","1",0.614477104579084,103.648270345931,0.495250291941612,0.0952502919416117,0.00708202059588082,"Large","drop"
0.55,"100",3,0.05,"L","DefaultResearchStrategy","TTest","1",0.999400119976005,100.049590081984,0.55535800639872,0.00535800639872019,0.00271813057388522,"Large","drop"
0.7,"10",2,0.005,"M","DefaultResearchStrategy","TTest","0",0.141,10,1.0016927522,0.3016927522,0.1020758072,"Small","drop"
0.8,"25",3,0.005,"S","DefaultResearchStrategy","TTest","0",0.465106978604279,25,0.817508194161168,0.0175081941611677,0.0451312619476105,"Large","drop"
0.85,"100",3,0.005,"L","DefaultResearchStrategy","TTest","1",1,100,0.850328327734453,0.000328327734453016,2.23815236952609e-05,"Large","drop"
0.65,"100",5,0.05,"L","DefaultResearchStrategy","TTest","0",0.9946,100,0.654049375,0.00404937500000002,0.0013441746,"Large","drop"
0.05,"10",1,0.005,"M","DefaultResearchStrategy","TTest","0",0.0034,10,0.0569069508,0.0069069508,0.4987404812,"Small","drop"
0.4,"100",1,0.005,"L","DefaultResearchStrategy","TTest","0",0.493,100,0.399167811,-0.000832189000000039,0.0462668908,"Large","drop"
0.75,"5",3,5e-04,"S","DefaultResearchStrategy","TTest","0",0.014,5,1.475422625,0.725422625,0.1163637056,"Small","drop"
0.25,"20",5,0.005,"L","DefaultResearchStrategy","TTest","1",0.523,26.8508,0.7953116468,0.5453116468,0.0152579674,"Small","drop"
0.7,"5",3,0.05,"S","DefaultResearchStrategy","TTest","0",0.4118,5,1.4006084302,0.7006084302,0.1274855776,"Small","drop"
0.6,"50",2,0.005,"M","DefaultResearchStrategy","TTest","1",0.9082,52.2482,0.6880344412,0.0880344411999999,0.0037424286,"Large","drop"
1,"10",5,0.05,"M","DefaultResearchStrategy","TTest","1",1,12.6196,1.2567323986,0.2567323986,0.0140444108,"Small","drop"
0.5,"100",2,5e-04,"L","DefaultResearchStrategy","TTest","0",0.5028,100,0.5013922382,0.00139223820000001,0.0129727346,"Large","drop"
0.8,"20",2,0.05,"L","DefaultResearchStrategy","TTest","1",0.9994,21.3584,0.9281725016,0.1281725016,0.0125237306,"Small","drop"
0.1,"100",4,5e-04,"L","DefaultResearchStrategy","TTest","1",0.03,104.798,0.2073773918,0.1073773918,0.257475607,"Large","drop"
0.65,"20",5,0.05,"L","DefaultResearchStrategy","TTest","1",1,22.3078,0.8392251446,0.1892251446,0.0166325022,"Small","drop"
0.5,"100",1,0.05,"L","DefaultResearchStrategy","TTest","0",0.9422,100,0.5038462024,0.0038462024,0.0120994462,"Large","drop"
0.45,"50",4,5e-04,"M","DefaultResearchStrategy","TTest","0",0.0968,50,0.455106065,0.00510606499999999,0.1083569022,"Large","drop"
0.75,"50",1,0.05,"M","DefaultResearchStrategy","TTest","1",0.9996,50.0744,0.7695354006,0.0195354006,0.0033513722,"Large","drop"
0.8,"50",1,5e-04,"M","DefaultResearchStrategy","TTest","1",0.958,51.6764,0.8714550286,0.0714550286,0.0002782046,"Large","drop"
0.4,"20",4,5e-04,"L","DefaultResearchStrategy","TTest","1",0.382,27.5852,0.9320094512,0.5320094512,0.0056751022,"Small","drop"
0.9,"20",2,0.005,"L","DefaultResearchStrategy","TTest","1",0.9918,23.1728,1.1008056726,0.2008056726,0.0015106204,"Small","drop"
0,"100",3,0.005,"L","DefaultResearchStrategy","TTest","1",0.01999600079984,104.53449310138,0.100870410117976,0.100870410117976,0.430916475704859,"Large","drop"
0.4,"10",4,5e-04,"M","DefaultResearchStrategy","TTest","0",0.0138,10,0.918368299,0.518368299,0.1173151448,"Small","drop"
0.8,"25",5,0.05,"S","DefaultResearchStrategy","TTest","1",0.9884,25.8818,0.8752707394,0.0752707394,0.0112190926,"Large","drop"
0.75,"10",1,0.005,"M","DefaultResearchStrategy","TTest","0",0.1012,10,0.786098586,0.036098586,0.2170843584,"Small","drop"
0.65,"100",1,5e-04,"L","DefaultResearchStrategy","TTest","0",0.858,100,0.6550259354,0.00502593539999996,0.0012305048,"Large","drop"
0.8,"100",3,5e-04,"L","DefaultResearchStrategy","TTest","0",0.981603679264147,100,0.801278903819236,0.00127890381923612,6.87668466306739e-05,"Large","drop"
0.5,"100",5,5e-04,"L","DefaultResearchStrategy","TTest","0",0.508,100,0.505181511,0.00518151099999997,0.0121668398,"Large","drop"
0.8,"50",3,0.05,"M","DefaultResearchStrategy","TTest","1",0.999800039992002,50.0305938812238,0.812185795040992,0.0121857950409917,0.00241184023195361,"Large","drop"
0.05,"100",3,0.05,"L","DefaultResearchStrategy","TTest","0",0.0529894021195761,100,0.052128075784843,0.00212807578484303,0.479439546290742,"Large","drop"
0.4,"25",3,0.005,"S","DefaultResearchStrategy","TTest","0",0.0699860027994401,25,0.405056903819236,0.00505690381923612,0.268601045790842,"Large","drop"
0.95,"20",2,0.005,"L","DefaultResearchStrategy","TTest","1",0.9976,22.6602,1.136758074,0.186758074,0.0013346352,"Small","drop"
0.1,"50",4,0.05,"M","DefaultResearchStrategy","TTest","0",0.07,50,0.10107449,0.00107449,0.463266435,"Large","drop"
0.85,"25",1,0.005,"S","DefaultResearchStrategy","TTest","0",0.5158,25,0.8523244006,0.00232440059999994,0.0373188122,"Large","drop"
0.35,"10",2,0.05,"M","DefaultResearchStrategy","TTest","1",0.7026,16.1954,0.8328804792,0.4828804792,0.0631507606,"Small","drop"
0.3,"50",4,5e-04,"M","DefaultResearchStrategy","TTest","0",0.021,50,0.303085627,0.00308562699999998,0.25004455,"Large","drop"
0.8,"50",5,0.05,"M","DefaultResearchStrategy","TTest","1",1,50.027,0.8108508496,0.0108508495999999,0.0024088438,"Large","drop"
0.65,"10",4,0.05,"M","DefaultResearchStrategy","TTest","0",0.7312,10,1.1380106502,0.4880106502,0.0475275192,"Small","drop"
0.75,"25",4,0.005,"S","DefaultResearchStrategy","TTest","0",0.3878,25,0.7536925408,0.00369254080000003,0.063121223,"Large","drop"
0,"20",1,0.05,"L","DefaultResearchStrategy","TTest","1",0.1186,25.6706,0.2319057852,0.2319057852,0.4164391292,"Small","drop"
0.25,"100",3,0.005,"L","DefaultResearchStrategy","TTest","0",0.152169566086783,100,0.252608672065587,0.0026086720655869,0.189309161567686,"Large","drop"
1,"100",2,0.05,"L","DefaultResearchStrategy","TTest","0",1,100,1.004406775,0.00440677500000008,6.556e-07,"Large","drop"
1,"100",5,0.005,"L","DefaultResearchStrategy","TTest","0",1,100,1.0057579372,0.00575793720000006,4.394e-07,"Large","drop"
0,"20",3,5e-04,"L","DefaultResearchStrategy","TTest","0",0,20,0.2738382202,0.2738382202,0.4363184528,"Small","drop"
0.1,"25",4,0.05,"S","DefaultResearchStrategy","TTest","1",0.2268,30.7818,0.308663962,0.208663962,0.3196088998,"Large","drop"
0.2,"5",3,0.005,"S","DefaultResearchStrategy","TTest","1",0.1554,12.1718,1.0276327096,0.8276327096,0.0781637026,"Small","drop"
0.25,"50",3,0.005,"M","DefaultResearchStrategy","TTest","0",0.0573885222955409,50,0.248575980603879,-0.00142401939612077,0.309686023995201,"Large","drop"
0.85,"10",4,0.005,"M","DefaultResearchStrategy","TTest","0",0.4268,10,1.3908722992,0.5408722992,0.0195025566,"Small","drop"
0.2,"10",4,0.05,"M","DefaultResearchStrategy","TTest","0",0.224,10,0.6962649128,0.4962649128,0.2236062256,"Small","drop"
0.15,"25",3,5e-04,"S","DefaultResearchStrategy","TTest","0",0.0015996800639872,25,0.155586335732853,0.00558633573285341,0.452466729454109,"Large","drop"
0.25,"10",5,0.005,"M","DefaultResearchStrategy","TTest","1",0.4052,17.3656,0.985424036,0.735424036,0.023190599,"Small","drop"
0.15,"20",3,0.005,"L","DefaultResearchStrategy","TTest","1",0.1932,26.7028,0.6182849114,0.4682849114,0.0745425478,"Small","drop"
0.45,"5",3,0.05,"S","DefaultResearchStrategy","TTest","1",0.865,11.793,1.1943021844,0.7443021844,0.0338549192,"Small","drop"
0.95,"50",5,0.05,"M","DefaultResearchStrategy","TTest","1",1,50.004,0.9577596772,0.00775967719999993,0.000701701,"Large","drop"
0.65,"5",5,0.005,"S","DefaultResearchStrategy","TTest","1",0.8702,13.5142,1.4826641736,0.8326641736,0.0034755378,"Small","drop"
0.9,"10",2,5e-04,"M","DefaultResearchStrategy","TTest","1",0.722,18.4166,1.3964560294,0.4964560294,0.0013925038,"Small","drop"
0,"5",1,5e-04,"S","DefaultResearchStrategy","TTest","1",0.0026,10.6534,0.4524587046,0.4524587046,0.4046090026,"Small","drop"
0.5,"25",1,0.005,"S","DefaultResearchStrategy","TTest","0",0.1354,25,0.5059058858,0.00590588579999995,0.1963427578,"Large","drop"
0.2,"100",4,0.05,"L","DefaultResearchStrategy","TTest","0",0.2916,100,0.2024481626,0.0024481626,0.2634370878,"Large","drop"
0.4,"5",4,5e-04,"S","DefaultResearchStrategy","TTest","0",0.0044,5,1.206088256,0.806088256,0.1762581088,"Small","drop"
1,"50",1,0.005,"M","DefaultResearchStrategy","TTest","0",0.9846,50,1.0083600546,0.0083600546,0.0004721034,"Large","drop"
0.55,"25",1,0.005,"S","DefaultResearchStrategy","TTest","0",0.1744,25,0.5654932936,0.0154932936,0.150135817,"Large","drop"
0,"100",4,0.005,"L","DefaultResearchStrategy","TTest","0",0.0034,100,-0.000297473,-0.000297473,0.496197714,"Large","drop"
1,"10",2,5e-04,"M","DefaultResearchStrategy","TTest","0",0.1074,10,1.3226727352,0.3226727352,0.0359975482,"Small","drop"
0.1,"50",1,5e-04,"M","DefaultResearchStrategy","TTest","0",0.0012,50,0.0980292202,-0.0019707798,0.4615339284,"Large","drop"
0.3,"25",5,5e-04,"S","DefaultResearchStrategy","TTest","0",0.0064,25,0.3036504054,0.00365040539999995,0.3497115268,"Large","drop"
0.75,"5",5,0.005,"S","DefaultResearchStrategy","TTest","0",0.1444,5,1.7658161296,1.0158161296,0.0579710728,"Small","drop"
0.6,"10",3,0.005,"M","DefaultResearchStrategy","TTest","1",0.7946,17.4046,1.1777261552,0.5777261552,0.0056832602,"Small","drop"
0.6,"25",1,0.05,"S","DefaultResearchStrategy","TTest","1",0.9132,27.5714,0.7272176854,0.1272176854,0.02678784,"Large","drop"
0.15,"10",2,5e-04,"M","DefaultResearchStrategy","TTest","0",4e-04,10,0.4190585522,0.2690585522,0.4159184358,"Small","drop"
0.55,"20",2,0.05,"L","DefaultResearchStrategy","TTest","1",0.9742,23.1754,0.7889220486,0.2389220486,0.0207825286,"Small","drop"
0.7,"5",4,0.05,"S","DefaultResearchStrategy","TTest","0",0.5046,5,1.523673811,0.823673811,0.0929531544,"Small","drop"
0.35,"20",4,0.005,"L","DefaultResearchStrategy","TTest","0",0.1476,20,0.6913275664,0.3413275664,0.0821175652,"Small","drop"
1,"5",2,0.05,"S","DefaultResearchStrategy","TTest","0",0.4954,5,1.524518419,0.524518419,0.1095516966,"Small","drop"
0.85,"20",1,5e-04,"L","DefaultResearchStrategy","TTest","0",0.1586,20,0.8666955324,0.0166955323999999,0.05932064,"Small","drop"
0.9,"5",4,0.05,"S","DefaultResearchStrategy","TTest","1",0.9994,10.6318,1.4979280038,0.5979280038,0.0164350564,"Small","drop"
0.7,"25",2,5e-04,"S","DefaultResearchStrategy","TTest","0",0.1208,25,0.708577757,0.00857775699999996,0.0799035806,"Large","drop"
0.1,"10",4,5e-04,"M","DefaultResearchStrategy","TTest","1",0.0308,16.8346,0.7884360626,0.6884360626,0.0776796802,"Small","drop"
0.1,"20",3,5e-04,"L","DefaultResearchStrategy","TTest","1",0.033,26.626,0.5730615914,0.4730615914,0.1033502906,"Small","drop"
0.35,"10",2,5e-04,"M","DefaultResearchStrategy","TTest","1",0.0932,17.6896,0.8827364854,0.5327364854,0.0560337632,"Small","drop"
0.3,"100",4,5e-04,"L","DefaultResearchStrategy","TTest","1",0.331,104.5784,0.4162539612,0.1162539612,0.0283245486,"Large","drop"
0.15,"20",3,0.005,"L","DefaultResearchStrategy","TTest","0",0.031,20,0.4302098328,0.2802098328,0.276774898,"Small","drop"
0.7,"10",2,0.05,"M","DefaultResearchStrategy","TTest","0",0.532,10,0.9901509828,0.2901509828,0.105332563,"Small","drop"
0.85,"5",1,0.05,"S","DefaultResearchStrategy","TTest","0",0.2128,5,0.936831987,0.0868319869999999,0.2990570058,"Small","drop"
0.6,"25",4,0.005,"S","DefaultResearchStrategy","TTest","1",0.683,30.578,0.7984069458,0.1984069458,0.0176959428,"Large","drop"
0.95,"25",1,0.005,"S","DefaultResearchStrategy","TTest","0",0.6612,25,0.9690668174,0.0190668173999999,0.0189431046,"Large","drop"
0.3,"5",4,0.05,"S","DefaultResearchStrategy","TTest","0",0.2246,5,1.0870162368,0.7870162368,0.2179420742,"Small","drop"
0.65,"100",3,0.05,"L","DefaultResearchStrategy","TTest","1",0.999800039992002,100.00399920016,0.65481450869826,0.00481450869826028,0.000862927814437113,"Large","drop"
0.9,"25",2,5e-04,"S","DefaultResearchStrategy","TTest","1",0.8478,29.9048,1.0899433872,0.1899433872,0.0010210242,"Large","drop"
0.05,"100",1,0.05,"L","DefaultResearchStrategy","TTest","0",0.0474,100,0.0460564168,-0.0039435832,0.4886257938,"Large","drop"
1,"100",5,5e-04,"L","DefaultResearchStrategy","TTest","0",0.9998,100,1.0050430784,0.00504307839999996,5.046e-07,"Large","drop"
0.25,"10",3,0.005,"M","DefaultResearchStrategy","TTest","0",0.0282,10,0.6567414144,0.4067414144,0.2573235628,"Small","drop"
0.1,"50",1,0.05,"M","DefaultResearchStrategy","TTest","0",0.0608,50,0.094703472,-0.00529652800000001,0.4699684824,"Large","drop"
0.4,"10",4,0.005,"M","DefaultResearchStrategy","TTest","0",0.078,10,0.9071955704,0.5071955704,0.1200476,"Small","drop"
0.35,"100",2,0.005,"L","DefaultResearchStrategy","TTest","0",0.3554,100,0.3499976972,-2.30280000002026e-06,0.0789317192,"Large","drop"
0.35,"20",2,0.005,"L","DefaultResearchStrategy","TTest","1",0.4182,26.9866,0.7366155812,0.3866155812,0.036155367,"Small","drop"
0.6,"25",2,5e-04,"S","DefaultResearchStrategy","TTest","1",0.4004,32.131,0.8272743526,0.2272743526,0.0171371628,"Large","drop"
